,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name_x,date,time_race,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,position_qual,q1,q2,q3,driverRef,code,name_y
2057,2058,117,8,1,6,4,4,4,4,5.0,70,+38.047,5487260,\N,\N,\N,\N,1,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:15.533,\N,\N,raikkonen,RAI,McLaren
2058,2059,117,14,1,5,5,5,5,5,4.0,70,+40.289,5489502,\N,\N,\N,\N,1,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:15.628,\N,\N,coulthard,COU,McLaren
2059,2060,117,17,19,14,9,6,6,6,3.0,70,+1:06.380,5515593,\N,\N,\N,\N,1,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.0,1:16.308,\N,\N,webber,WEB,Jaguar
2060,2061,117,22,6,2,8,7,7,7,2.0,69,\N,\N,\N,\N,\N,\N,11,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.0,1:16.166,\N,\N,barrichello,BAR,Ferrari
2061,2062,117,44,7,20,10,8,8,8,1.0,69,\N,\N,\N,\N,\N,\N,11,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.0,1:16.345,\N,\N,panis,\N,Toyota
2062,2063,117,35,16,16,12,9,9,9,0.0,69,\N,\N,\N,\N,\N,\N,11,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.0,1:16.990,\N,\N,villeneuve,VIL,BAR
2063,2064,117,42,19,15,11,10,10,10,0.0,69,\N,\N,\N,\N,\N,\N,11,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.0,1:16.965,\N,\N,pizzonia,PIZ,Jaguar
2064,2065,117,43,7,21,13,11,11,11,0.0,69,\N,\N,\N,\N,\N,\N,11,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,1:17.068,\N,\N,matta,\N,Toyota
2065,2066,117,49,15,10,16,12,12,12,0.0,68,\N,\N,\N,\N,\N,\N,12,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.0,1:17.562,\N,\N,frentzen,\N,Sauber
2066,2067,117,2,15,9,15,13,13,13,0.0,68,\N,\N,\N,\N,\N,\N,12,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.0,1:17.445,\N,\N,heidfeld,HEI,Sauber
2067,2068,117,51,18,18,20,14,14,14,0.0,67,\N,\N,\N,\N,\N,\N,13,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,20.0,1:19.619,\N,\N,wilson,\N,Minardi
2068,2069,117,52,17,12,18,15,15,15,0.0,67,\N,\N,\N,\N,\N,\N,13,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.0,1:18.514,\N,\N,firman,\N,Jordan
2069,2070,117,50,18,19,19,16,16,16,0.0,66,\N,\N,\N,\N,\N,\N,14,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.0,1:18.709,\N,\N,verstappen,\N,Minardi
2070,2071,117,15,4,7,6,\N,R,17,0.0,45,\N,\N,\N,\N,\N,\N,5,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.0,1:15.967,\N,\N,trulli,TRU,Renault
2071,2072,117,4,4,8,7,\N,R,18,0.0,43,\N,\N,\N,\N,\N,\N,5,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.0,1:16.087,\N,\N,alonso,ALO,Renault
2072,2073,117,21,17,11,17,\N,R,19,0.0,42,\N,\N,\N,\N,\N,\N,5,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.0,1:18.431,\N,\N,fisichella,FIS,Jordan
2073,2074,117,18,16,17,14,\N,R,20,0.0,23,\N,\N,\N,\N,\N,\N,74,2003,10,8,French Grand Prix,2003-07-06,\N,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.0,1:17.077,\N,\N,button,BUT,BAR
2074,2075,118,22,6,2,1,1,1,1,10.0,60,1:28:37.554,5317554,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,1:21.209,\N,\N,barrichello,BAR,Ferrari
2075,2076,118,31,3,3,7,2,2,2,8.0,60,+5.462,5323016,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.0,1:22.214,\N,\N,montoya,MON,Williams
2076,2077,118,8,1,6,3,3,3,3,6.0,60,+10.656,5328210,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0,1:21.695,\N,\N,raikkonen,RAI,McLaren
2077,2078,118,30,6,1,5,4,4,4,5.0,60,+25.648,5343202,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:21.867,\N,\N,michael_schumacher,MSC,Ferrari
2078,2079,118,14,1,5,12,5,5,5,4.0,60,+36.827,5354381,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.0,1:22.811,\N,\N,coulthard,COU,McLaren
2079,2080,118,15,4,7,2,6,6,6,3.0,60,+43.067,5360621,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.0,1:21.381,\N,\N,trulli,TRU,Renault
2080,2081,118,43,7,21,6,7,7,7,2.0,60,+45.085,5362639,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.0,1:22.081,\N,\N,matta,\N,Toyota
2081,2082,118,18,16,17,20,8,8,8,1.0,60,+45.478,5363032,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,20.0,\N,\N,\N,button,BUT,BAR
2082,2083,118,23,3,4,4,9,9,9,0.0,60,+58.032,5375586,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:21.727,\N,\N,ralf_schumacher,SCH,Williams
2083,2084,118,35,16,16,9,10,10,10,0.0,60,+1:03.569,5381123,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.0,1:22.591,\N,\N,villeneuve,VIL,BAR
2084,2085,118,44,7,20,13,11,11,11,0.0,60,+1:05.207,5382761,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,1:23.042,\N,\N,panis,\N,Toyota
2085,2086,118,49,15,10,14,12,12,12,0.0,60,+1:05.564,5383118,\N,\N,\N,\N,1,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.0,1:23.187,\N,\N,frentzen,\N,Sauber
2086,2087,118,52,17,12,17,13,13,13,0.0,59,\N,\N,\N,\N,\N,\N,11,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.0,1:24.385,\N,\N,firman,\N,Jordan
2087,2088,118,17,19,14,11,14,14,14,0.0,59,\N,\N,\N,\N,\N,\N,11,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.0,1:22.647,\N,\N,webber,WEB,Jaguar
2088,2089,118,50,18,19,19,15,15,15,0.0,58,\N,\N,\N,\N,\N,\N,12,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.0,1:25.759,\N,\N,verstappen,\N,Minardi
2089,2090,118,51,18,18,18,16,16,16,0.0,58,\N,\N,\N,\N,\N,\N,12,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.0,1:25.468,\N,\N,wilson,\N,Minardi
2090,2091,118,2,15,9,16,17,17,17,0.0,58,\N,\N,\N,\N,\N,\N,12,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.0,1:23.844,\N,\N,heidfeld,HEI,Sauber
2091,2092,118,4,4,8,8,\N,R,18,0.0,52,\N,\N,\N,\N,\N,\N,6,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.0,1:22.404,\N,\N,alonso,ALO,Renault
2092,2093,118,21,17,11,15,\N,R,19,0.0,44,\N,\N,\N,\N,\N,\N,22,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.0,1:23.574,\N,\N,fisichella,FIS,Jordan
2093,2094,118,42,19,15,10,\N,R,20,0.0,32,\N,\N,\N,\N,\N,\N,5,2003,11,9,British Grand Prix,2003-07-20,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.0,1:22.634,\N,\N,pizzonia,PIZ,Jaguar
2094,2095,119,31,3,3,1,1,1,1,10.0,67,1:28:48.769,5328769,\N,\N,\N,\N,1,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,1:15.167,\N,\N,montoya,MON,Williams
2095,2096,119,14,1,5,10,2,2,2,8.0,67,+1:05.459,5394228,\N,\N,\N,\N,1,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.0,1:16.666,\N,\N,coulthard,COU,McLaren
2096,2097,119,15,4,7,4,3,3,3,6.0,67,+1:09.060,5397829,\N,\N,\N,\N,1,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:15.679,\N,\N,trulli,TRU,Renault
2097,2098,119,4,4,8,8,4,4,4,5.0,67,+1:09.344,5398113,\N,\N,\N,\N,1,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.0,1:16.483,\N,\N,alonso,ALO,Renault
2098,2099,119,44,7,20,7,5,5,5,4.0,66,\N,\N,\N,\N,\N,\N,11,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.0,1:16.034,\N,\N,panis,\N,Toyota
2099,2100,119,43,7,21,9,6,6,6,3.0,66,\N,\N,\N,\N,\N,\N,11,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.0,1:16.550,\N,\N,matta,\N,Toyota
2100,2101,119,30,6,1,6,7,7,7,2.0,66,\N,\N,\N,\N,\N,\N,11,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.0,1:15.898,\N,\N,michael_schumacher,MSC,Ferrari
2101,2102,119,18,16,17,17,8,8,8,1.0,66,\N,\N,\N,\N,\N,\N,11,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.0,1:18.085,\N,\N,button,BUT,BAR
2102,2103,119,35,16,16,13,9,9,9,0.0,65,\N,\N,\N,\N,\N,\N,12,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,1:17.090,\N,\N,villeneuve,VIL,BAR
2103,2104,119,2,15,9,15,10,10,10,0.0,65,\N,\N,\N,\N,\N,\N,12,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.0,1:17.557,\N,\N,heidfeld,HEI,Sauber
2104,2105,119,17,19,14,11,11,11,11,0.0,64,\N,\N,\N,\N,\N,\N,3,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.0,1:16.775,\N,\N,webber,WEB,Jaguar
2105,2106,119,53,18,18,20,12,12,12,0.0,62,\N,\N,\N,\N,\N,\N,15,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,20.0,1:19.174,\N,\N,kiesa,\N,Minardi
2106,2107,119,21,17,11,13,13,13,13,0.0,60,\N,\N,\N,\N,\N,\N,5,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.0,1:16.831,\N,\N,fisichella,FIS,Jordan
2107,2108,119,50,18,19,19,\N,R,14,0.0,23,\N,\N,\N,\N,\N,\N,9,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.0,1:19.023,\N,\N,verstappen,\N,Minardi
2108,2109,119,51,19,15,16,\N,R,15,0.0,6,\N,\N,\N,\N,\N,\N,6,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.0,1:18.021,\N,\N,wilson,\N,Jaguar
2109,2110,119,23,3,4,2,\N,R,16,0.0,1,\N,\N,\N,\N,\N,\N,3,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.0,1:15.185,\N,\N,ralf_schumacher,SCH,Williams
2110,2111,119,49,15,10,14,\N,R,17,0.0,1,\N,\N,\N,\N,\N,\N,3,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.0,1:17.169,\N,\N,frentzen,\N,Sauber
2111,2112,119,22,6,2,3,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,3,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0,1:15.488,\N,\N,barrichello,BAR,Ferrari
2112,2113,119,8,1,6,5,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,3,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:15.874,\N,\N,raikkonen,RAI,McLaren
2113,2114,119,52,17,12,18,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,3,2003,12,10,German Grand Prix,2003-08-03,\N,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.0,1:18.341,\N,\N,firman,\N,Jordan
2114,2115,120,4,4,8,1,1,1,1,10.0,70,1:39:01.460,5941460,\N,\N,\N,\N,1,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,1:21.688,\N,\N,alonso,ALO,Renault
2115,2116,120,8,1,6,7,2,2,2,8.0,70,+16.768,5958228,\N,\N,\N,\N,1,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.0,1:22.742,\N,\N,raikkonen,RAI,McLaren
2116,2117,120,31,3,3,4,3,3,3,6.0,70,+34.537,5975997,\N,\N,\N,\N,1,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:22.180,\N,\N,montoya,MON,Williams
2117,2118,120,23,3,4,2,4,4,4,5.0,70,+35.620,5977080,\N,\N,\N,\N,1,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.0,1:21.944,\N,\N,ralf_schumacher,SCH,Williams
2118,2119,120,14,1,5,9,5,5,5,4.0,70,+56.535,5997995,\N,\N,\N,\N,1,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.0,1:23.060,\N,\N,coulthard,COU,McLaren
2119,2120,120,17,19,14,3,6,6,6,3.0,70,+1:12.643,6014103,\N,\N,\N,\N,1,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0,1:22.027,\N,\N,webber,WEB,Jaguar
2120,2121,120,15,4,7,6,7,7,7,2.0,69,\N,\N,\N,\N,\N,\N,11,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.0,1:22.610,\N,\N,trulli,TRU,Renault
2121,2122,120,30,6,1,8,8,8,8,1.0,69,\N,\N,\N,\N,\N,\N,11,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.0,1:22.755,\N,\N,michael_schumacher,MSC,Ferrari
2122,2123,120,2,15,9,11,9,9,9,0.0,69,\N,\N,\N,\N,\N,\N,11,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.0,1:23.621,\N,\N,heidfeld,HEI,Sauber
2123,2124,120,18,16,17,14,10,10,10,0.0,69,\N,\N,\N,\N,\N,\N,11,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.0,1:23.847,\N,\N,button,BUT,BAR
2124,2125,120,43,7,21,15,11,11,11,0.0,68,\N,\N,\N,\N,\N,\N,12,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.0,1:23.982,\N,\N,matta,\N,Toyota
2125,2126,120,50,18,19,18,12,12,12,0.0,67,\N,\N,\N,\N,\N,\N,13,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.0,1:26.423,\N,\N,verstappen,\N,Minardi
2126,2127,120,53,18,18,20,13,13,13,0.0,66,\N,\N,\N,\N,\N,\N,14,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,20.0,1:28.907,\N,\N,kiesa,\N,Minardi
2127,2128,120,49,15,10,17,\N,R,14,0.0,47,\N,\N,\N,\N,\N,\N,60,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.0,1:24.569,\N,\N,frentzen,\N,Sauber
2128,2129,120,51,19,15,12,\N,R,15,0.0,42,\N,\N,\N,\N,\N,\N,5,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.0,1:23.660,\N,\N,wilson,\N,Jaguar
2129,2130,120,47,17,12,19,\N,R,16,0.0,34,\N,\N,\N,\N,\N,\N,5,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.0,1:26.678,\N,\N,baumgartner,\N,Jordan
2130,2131,120,44,7,20,10,\N,R,17,0.0,33,\N,\N,\N,\N,\N,\N,6,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.0,1:23.369,\N,\N,panis,\N,Toyota
2131,2132,120,21,17,11,13,\N,R,18,0.0,28,\N,\N,\N,\N,\N,\N,5,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,1:23.726,\N,\N,fisichella,FIS,Jordan
2132,2133,120,22,6,2,5,\N,R,19,0.0,19,\N,\N,\N,\N,\N,\N,22,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:22.180,\N,\N,barrichello,BAR,Ferrari
2133,2134,120,35,16,16,16,\N,R,20,0.0,14,\N,\N,\N,\N,\N,\N,9,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.0,1:24.100,\N,\N,villeneuve,VIL,BAR
2134,2135,121,30,6,1,1,1,1,1,10.0,53,1:14:19.838,4459838,\N,\N,\N,\N,1,2003,14,14,Italian Grand Prix,2003-09-14,\N,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,1:20.963,\N,\N,michael_schumacher,MSC,Ferrari
2135,2136,121,31,3,3,2,2,2,2,8.0,53,+5.294,4465132,\N,\N,\N,\N,1,2003,14,14,Italian Grand Prix,2003-09-14,\N,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.0,1:21.014,\N,\N,montoya,MON,Williams
2136,2137,121,22,6,2,3,3,3,3,6.0,53,+11.835,4471673,\N,\N,\N,\N,1,2003,14,14,Italian Grand Prix,2003-09-14,\N,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0,1:21.242,\N,\N,barrichello,BAR,Ferrari
2137,2138,121,8,1,6,4,4,4,4,5.0,53,+12.834,4472672,\N,\N,\N,\N,1,2003,14,14,Italian Grand Prix,2003-09-14,\N,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,1:21.466,\N,\N,raikkonen,RAI,McLaren
2138,2139,121,48,3,4,5,5,5,5,4.0,53,+27.891,4487729,\N,\N,\N,\N,1,2003,14,14,Italian Grand Prix,2003-09-14,\N,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.0,1:21.834,\N,\N,gene,\N,Williams
2139,2140,121,35,16,16,10,6,6,6,3.0,52,\N,\N,\N,\N,\N,\N,11,2003,14,14,Italian Grand Prix,2003-09-14,\N,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.0,1:22.717,\N,\N,villeneuve,VIL,BAR
